Title,Price,Bedrooms,Bathrooms,Property_Type,BER_Rating,Latitude,Longitude,Address,Country
"Mayfield, Claremorris, Co. Mayo, F12ED25",375000,5,2.0,Detached,B3,53.714977,-9.008208,"Mayfield, Claremorris, Co. Mayo, F12ED25",Mayo
"Oakley, Clieveragh, Listowel, Co. Kerry, V31TR23",295000,3,3.0,Bungalow,E1,52.457227,-9.4909,"Oakley, Clieveragh, Listowel, Co. Kerry, V31TR23",Kerry
"Kingsmountain, Myelerstown, Hugginstown, Co. Kilkenny",150000,0,0.0,Detached,,52.437759,-7.245475,"Kingsmountain, Myelerstown, Hugginstown, Co. Kilkenny",Kilkenny
"Ballytegan Park, Gorey, Co. Wexford, Y25RF30",375000,5,2.0,Detached,C3,52.683892,-6.288297,"Ballytegan Park, Gorey, Co. Wexford, Y25RF30",Wexford
"6.74 Acres, 6.74 Acres, Tooreen West, Ballinderreen, Co. Galway",60000,0,0.0,Detached,,53.161715,-8.918818,"6.74 Acres, 6.74 Acres, Tooreen West, Ballinderreen, Co. Galway",Galway
"Ladyswell St, Cashel, Co Tipperary, E25FR59",795000,3,0.0,End of Terrace,D1,52.52004,-7.886934,"Ladyswell St, Cashel, Co Tipperary, E25FR59",Tipperary
"Yield 10.3% - 27 Fontenoy Street, Phibsborough, Dublin 7",895000,8,3.0,End of Terrace,C2,53.3557143,-6.2717045,"Yield 10.3% - 27 Fontenoy Street, Phibsborough, Dublin 7",Dublin
"1 Brookfield Park, The Lough, The Lough, Co. Cork, T12R2C8",375000,3,2.0,Semi-D,G,51.885706,-8.488953,"1 Brookfield Park, The Lough, The Lough, Co. Cork, T12R2C8",Cork
"Lisnagar Demesne, Rathcormac, Co Cork, P61DA00",1700000,5,7.0,Detached,C1,52.075556,-8.298872,"Lisnagar Demesne, Rathcormac, Co Cork, P61DA00",Cork
"Carrigacunna Castle, Killavullen, Mallow, Co. Cork, P51X043",2595000,7,6.0,Detached,SI_666,52.141402,-8.493346,"Carrigacunna Castle, Killavullen, Mallow, Co. Cork, P51X043",Cork
"12 Grattan Terrace, Duntaheen Road, Fermoy, Co. Cork, P61PF24",225000,3,2.0,Terrace,C3,52.135328,-8.283028,"12 Grattan Terrace, Duntaheen Road, Fermoy, Co. Cork, P61PF24",Cork
"276 Kildare Road, Crumlin, Crumlin, Dublin 12, D12H3K8",375000,2,1.0,Terrace,D1,53.32525,-6.305666,"276 Kildare Road, Crumlin, Crumlin, Dublin 12, D12H3K8",Dublin
"Clochscoolte, Barna, Co. Galway",135000,0,0.0,Site,,53.2506642,-9.1551345,"Clochscoolte, Barna, Co. Galway",Galway
"Breaside, Boulysallagh, Goleen, Co. Cork, P81RC59",495000,3,2.0,Detached,D2,51.493188,-9.721544,"Breaside, Boulysallagh, Goleen, Co. Cork, P81RC59",Cork
"Carrighill, Meallaghmore Upper, Windgap, Co. Kilkenny, R95H5X4",275000,4,1.0,Detached,F,52.45975,-7.399347,"Carrighill, Meallaghmore Upper, Windgap, Co. Kilkenny, R95H5X4",Kilkenny
"TIEVEBANE, Burnfoot, Co. Donegal",650000,0,0.0,Site,,55.06995953,-7.433145916,"TIEVEBANE, Burnfoot, Co. Donegal",Donegal
"46 Kilkeevan Park, Castlerea, Castlerea, Co. Roscommon, F45K268",270000,4,3.0,Detached,C3,53.764734,-8.492668,"46 Kilkeevan Park, Castlerea, Castlerea, Co. Roscommon, F45K268",Roscommon
"Coolboa, Clashmore, Co. Waterford, P36X017",195000,3,1.0,Detached,F,52.009996,-7.814575,"Coolboa, Clashmore, Co. Waterford, P36X017",Waterford
"Penthouse, 161 Adelaide Square, Whitefriar Street, Dublin 8, D08AC80",1100000,4,4.0,Apartment,E1,53.33992,-6.267742,"Penthouse, 161 Adelaide Square, Whitefriar Street, Dublin 8, D08AC80",Dublin
"Annaghkeen, Ower, Headford, Co. Galway, H91Y2V5",750000,3,2.0,Detached,D1,53.444015,-9.197208,"Annaghkeen, Ower, Headford, Co. Galway, H91Y2V5",Galway
"Derryribbeen, Clogher, Westport, Co Mayo, F28YE04",350000,3,2.0,Bungalow,C3,53.856211,-9.470933,"Derryribbeen, Clogher, Westport, Co Mayo, F28YE04",Mayo
"c. 11 Acres, Fodeens, Kill, Co. Kildare",400000,0,0.0,Site,,53.24425182317964,-6.548965102,"c. 11 Acres, Fodeens, Kill, Co. Kildare",Kildare
"Derrylahan, Kilcar, Co. Donegal, F94X0X0",65000,0,0.0,Site,,54.6408343,-8.6196573,"Derrylahan, Kilcar, Co. Donegal, F94X0X0",Donegal
"Moortown, Fore, Co. Westmeath, N91CA32",570000,4,6.0,Detached,C1,53.685246,-7.25419,"Moortown, Fore, Co. Westmeath, N91CA32",Westmeath
"Mallory Cottage, Ballylusky, Fermoy, Co. Cork, P51CCH0",Price on Application,4,2.0,Detached,D2,52.069225,-8.133615,"Mallory Cottage, Ballylusky, Fermoy, Co. Cork, P51CCH0",Cork
"20 Chapel Street, Shandon, Cork City Centre, T23VA8X",250000,3,1.0,Terrace,G,51.903966,-8.476255,"20 Chapel Street, Shandon, Cork City Centre, T23VA8X",
"Farranacoush, Sherkin Island, Kilmoon, Co. Cork, P81FX37",225000,3,1.0,Detached,G,51.480272,-9.401979,"Farranacoush, Sherkin Island, Kilmoon, Co. Cork, P81FX37",Cork
"Apartment 8, The Cable Station, Waterville, Co. Kerry, V23D959",158500,2,1.0,Apartment,SI_666,51.831562,-10.173408,"Apartment 8, The Cable Station, Waterville, Co. Kerry, V23D959",Kerry
"The Square, Enniskerry, Co. Wicklow, A98C6W2",Price on Application,3,2.0,Apartment,B2,53.192931,-6.17058,"The Square, Enniskerry, Co. Wicklow, A98C6W2",Wicklow
"52 Saint Anne's Terrace, Sligo, Co. Sligo, F91N2DC",195000,2,1.0,End of Terrace,D2,54.270836,-8.467448,"52 Saint Anne's Terrace, Sligo, Co. Sligo, F91N2DC",Sligo
"Rathban, Castleblakney, Ballinasloe, Co. Galway, H53F799",59500,2,1.0,Detached,SI_666,53.426894,-8.450943,"Rathban, Castleblakney, Ballinasloe, Co. Galway, H53F799",Galway
"42 Riddlesford, Bray, Co. Wicklow, A98AY11",465000,3,1.0,Semi-D,D1,53.185754,-6.105751,"42 Riddlesford, Bray, Co. Wicklow, A98AY11",Wicklow
"Limepark, Ardrahan, Co. Galway, H91R5V6",675000,3,1.0,Detached,E1,53.132271,-8.753327,"Limepark, Ardrahan, Co. Galway, H91R5V6",Galway
"Ahullen, Inch, Co. Wexford, Y25HK59",489000,5,3.0,Detached,D2,52.753642,-6.311942,"Ahullen, Inch, Co. Wexford, Y25HK59",Wexford
"Ahane, Cullen, Co. Cork",38000,0,0.0,Site,,52.0930467,-9.118916,"Ahane, Cullen, Co. Cork",Cork
"17 Block B, Hanover Dock, Dublin 2, D02PR83",695000,2,2.0,Apartment,B2,53.34441,-6.237856,"17 Block B, Hanover Dock, Dublin 2, D02PR83",Dublin
"Lislary, Ballinfull, Co. Sligo, F91X2K5",950000,3,4.0,Detached,A2,54.373513,-8.619442,"Lislary, Ballinfull, Co. Sligo, F91X2K5",Sligo
"Ballyhagan, Carbury, Co. Kildare, W91X4W8",750000,4,3.0,Detached,B3,53.337859,-6.964818,"Ballyhagan, Carbury, Co. Kildare, W91X4W8",Kildare
"Downeen, Rosscarbery, Rosscarbery, Co. Cork, P85XE44",695000,3,1.0,Detached,G,51.572014,-9.028633,"Downeen, Rosscarbery, Rosscarbery, Co. Cork, P85XE44",Cork
"26 Carleton Village Apartments, Youghal, Co. Cork, P36Y659",205000,2,2.0,Apartment,C2,51.948524,-7.845022,"26 Carleton Village Apartments, Youghal, Co. Cork, P36Y659",Cork
"Crievesmith, Letterkenny, Co. Donegal, F92N9PR",465000,4,3.0,Detached,,54.940134,-7.752417,"Crievesmith, Letterkenny, Co. Donegal, F92N9PR",Donegal
"Crieve Glebe, Letterkenny, Co. Donegal",70000,0,0.0,Site,,54.932176,-7.761172,"Crieve Glebe, Letterkenny, Co. Donegal",Donegal
"Apartment 35, Fontenoy Place, Bray, Co. Wicklow, A98K5P1",655000,3,2.0,Apartment,A3,53.196339,-6.092882,"Apartment 35, Fontenoy Place, Bray, Co. Wicklow, A98K5P1",Wicklow
"Upper Main Street, Brosna, Brosna, Co. Kerry, V92K2F9",95000,4,2.0,Terrace,G,52.312353,-9.265393,"Upper Main Street, Brosna, Brosna, Co. Kerry, V92K2F9",Kerry
"Derrylusk, Mountrath, Co. Laois, R32FV07",340000,3,1.0,Detached,C2,53.021999,-7.466192,"Derrylusk, Mountrath, Co. Laois, R32FV07",Laois
"Teach Na Leice, Teach Na Leice, Slate, Lettermore, Co. Galway, H91E0AV",AMV: 120000,3,1.0,Detached,G,53.293622,-9.647931,"Teach Na Leice, Teach Na Leice, Slate, Lettermore, Co. Galway, H91E0AV",Galway
"Station Road, Rosslare Strand, Co Wexford",695000,0,0.0,Site,,52.270832,-6.392702,"Station Road, Rosslare Strand, Co Wexford",Wexford
"Scrahane, Enniskeane, Enniskeane, Co. Cork, P47D656",395000,4,3.0,Bungalow,C3,51.753745,-8.868796,"Scrahane, Enniskeane, Enniskeane, Co. Cork, P47D656",Cork
"Rockwall, Rockwall, Schoolhouse Road, Rosbercon, New Ross, Co. Wexford, Y34VY83",315000,3,1.0,Detached,E2,52.397689,-6.950923,"Rockwall, Rockwall, Schoolhouse Road, Rosbercon, New Ross, Co. Wexford, Y34VY83",Wexford
"Derrough, Bovroughaun, Rossaveel, Co. Galway",AMV: 30000,0,0.0,Detached,,53.303691,-9.440248,"Derrough, Bovroughaun, Rossaveel, Co. Galway",Galway
"Tawnyfeacle, Toothfield, Manorhamilton, Co. Leitrim, F91H9C7",150000,2,1.0,Detached,G,54.308331,-8.140278,"Tawnyfeacle, Toothfield, Manorhamilton, Co. Leitrim, F91H9C7",Leitrim
"91 Howth Road, Clontarf, Dublin 3, D03DX32",675000,5,3.0,Terrace,E2,53.366635,-6.220754,"91 Howth Road, Clontarf, Dublin 3, D03DX32",Dublin
"Garrylucas, Garrettstown, Co. Cork, P17CK11",255000,2,1.0,Detached,G,51.642405,-8.572051,"Garrylucas, Garrettstown, Co. Cork, P17CK11",Cork
"47 Fairhaven Avenue, Castleknock, Dublin 15, D15WNY9",750000,3,2.0,Semi-D,A3,53.372731,-6.341887,"47 Fairhaven Avenue, Castleknock, Dublin 15, D15WNY9",Dublin
"Apartment 3, The Waterfront, Dublin 2, D02NX75",565000,3,2.0,Apartment,B3,53.344069,-6.234257,"Apartment 3, The Waterfront, Dublin 2, D02NX75",Dublin
"Woodview, Monaduff, Drumlish, Co. Longford, N39NC82",379000,4,3.0,Detached,B3,53.843983,-7.750011,"Woodview, Monaduff, Drumlish, Co. Longford, N39NC82",Longford
"St Jude Thatch Cottage, With FPP For Modern Extension, Ballymacmague North, Dungarvan, Co Waterford, X35YT22",275000,3,1.0,Detached,SI_666,52.111023,-7.677752,"St Jude Thatch Cottage, With FPP For Modern Extension, Ballymacmague North, Dungarvan, Co Waterford, X35YT22",Waterford
"Curragh, Castlebar, Castlebar, Co. Mayo, F23VW56",90000,0,0.0,Site,,53.848923,-9.295853,"Curragh, Castlebar, Castlebar, Co. Mayo, F23VW56",Mayo
"Tirernan on C. 33 Acres, Ballickmoyler, Co. Laois, R93W5R6",1100000,4,3.0,Detached,B2,52.894144,-6.996645,"Tirernan on C. 33 Acres, Ballickmoyler, Co. Laois, R93W5R6",Laois
"Caherphuca, Ballyglunin, Tuam, Co. Galway, H54X052",400000,4,2.0,Detached,E1,53.41682,-8.788532,"Caherphuca, Ballyglunin, Tuam, Co. Galway, H54X052",Galway
"Drummeennavaddoge, Belcarra, Castlebar, Co. Mayo",75000,0,0.0,Site,,53.777439,-9.214384,"Drummeennavaddoge, Belcarra, Castlebar, Co. Mayo",Mayo
"4 Cork Road, Skibbereen, Co Cork, P81X207",245000,4,2.0,Terrace,C2,51.554297,-9.261882,"4 Cork Road, Skibbereen, Co Cork, P81X207",Cork
"Turrock House, Tullineasky East, Clonakilty, Co Cork, P85E003",585000,5,5.0,Detached,C2,51.608938,-8.967871,"Turrock House, Tullineasky East, Clonakilty, Co Cork, P85E003",Cork
"Loughanunna, Dungarvan, Co. Waterford, X35KC58",680000,4,3.0,Detached,C3,52.109404,-7.604822,"Loughanunna, Dungarvan, Co. Waterford, X35KC58",Waterford
"The Stone House & Annex, Dromadrom, Glengarriff, Co. Cork, P75C642",895000,4,4.0,Detached,B3,51.75967,-9.524922,"The Stone House & Annex, Dromadrom, Glengarriff, Co. Cork, P75C642",Cork
"The Hollows 2 Askinamoe, Ferns, Co. Wexford, Y21PH90",525000,5,4.0,Detached,B3,52.615976,-6.520275,"The Hollows 2 Askinamoe, Ferns, Co. Wexford, Y21PH90",Wexford
"Main Street, Littleton, Ballybeg, Co. Tipperary, E41X0N7",280000,4,2.0,Terrace,E1,52.639258,-7.738591,"Main Street, Littleton, Ballybeg, Co. Tipperary, E41X0N7",Tipperary
"265 Berryridge Avenue, Maryborough Village, Portlaoise, Co. Laois, R32N9WA",330000,3,3.0,Semi-D,B3,53.03752,-7.326411,"265 Berryridge Avenue, Maryborough Village, Portlaoise, Co. Laois, R32N9WA",Laois
"1 Ardcarrig, Kinsale, Kinsale, Co. Cork, P17FK46",1100000,4,4.0,Detached,B1,51.708995,-8.532381,"1 Ardcarrig, Kinsale, Kinsale, Co. Cork, P17FK46",Cork
"Mount Carmel, Healy'S Bridge, Lackenshoneen, Co. Cork, T12P7KV",395000,4,1.0,Bungalow,F,51.903398,-8.575253,"Mount Carmel, Healy'S Bridge, Lackenshoneen, Co. Cork, T12P7KV",Cork
"3 The Beeches, Pembroke Wood, Passage West, Co. Cork, T12CFT6",295000,3,3.0,Semi-D,C2,51.870719,-8.34942,"3 The Beeches, Pembroke Wood, Passage West, Co. Cork, T12CFT6",Cork
"Squince, Union Hall, Co. Cork, P81NX48",695000,3,2.0,Detached,D2,51.532034,-9.135933,"Squince, Union Hall, Co. Cork, P81NX48",Cork
"Lehardan, Rathmullan, Co. Donegal, F92TW31",180000,0,0.0,Site,,55.147284,-7.550844,"Lehardan, Rathmullan, Co. Donegal, F92TW31",Donegal
"Rose Cottage, Kildarra, Innishannon, Co. Cork, P72WR04",320000,2,2.0,Detached,E1,51.741482,-8.65127,"Rose Cottage, Kildarra, Innishannon, Co. Cork, P72WR04",Cork
"Apartment 11, Chaplain's Court, Clondalkin, Dublin 22, D22WV91",240000,3,2.0,Apartment,C3,53.344393,-6.398053,"Apartment 11, Chaplain's Court, Clondalkin, Dublin 22, D22WV91",Dublin
"Milltownpass, Mullingar, Co. Westmeath",150000,2,2.0,Detached,G,53.5256075,-7.3418806,"Milltownpass, Mullingar, Co. Westmeath",Westmeath
"Coolavin, Monasteraden, Co. Sligo",75000,0,0.0,Site,,53.94602342,-8.489817301,"Coolavin, Monasteraden, Co. Sligo",Sligo
"Apartment 8, Chaplain's Court, Clondalkin, Dublin 22, D22X297",245000,3,2.0,Apartment,C3,53.344393,-6.398053,"Apartment 8, Chaplain's Court, Clondalkin, Dublin 22, D22X297",Dublin
"Cloonmullen, Loughglynn, Co. Roscommon, F45WD62",135000,3,1.0,Bungalow,F,53.829136,-8.603854,"Cloonmullen, Loughglynn, Co. Roscommon, F45WD62",Roscommon
"Apartment 21, The Malthouse, Waterford City Centre, X91F6KW",160000,2,1.0,Apartment,C3,52.263655,-7.120413,"Apartment 21, The Malthouse, Waterford City Centre, X91F6KW",
"46 Kylemore Hill, Rathoe, Co. Carlow, R93HF10",440000,4,4.0,Detached,C1,52.78595,-6.795916,"46 Kylemore Hill, Rathoe, Co. Carlow, R93HF10",Carlow
"100 Caisleán Grove, Ballincollig, Co. Cork, P31X932",315000,3,3.0,Semi-D,D1,51.883154,-8.606103,"100 Caisleán Grove, Ballincollig, Co. Cork, P31X932",Cork
"GLEBE, Culdaff, Co. Donegal",100000,0,0.0,Site,,55.29064404,-7.133292562,"GLEBE, Culdaff, Co. Donegal",Donegal
" Emmet Street, Birr, Co. Offaly, R42HX70",Price on Application,4,1.0,Terrace,SI_666,53.097206,-7.910011," Emmet Street, Birr, Co. Offaly, R42HX70",Offaly
"Barnacurra, Newmarket, Newmarket, Co. Cork, P51X3F4",330000,5,3.0,Detached,C1,52.205341,-9.073812,"Barnacurra, Newmarket, Newmarket, Co. Cork, P51X3F4",Cork
"18 Eastwood, Finglas South, Finglas, Dublin 11, D11TP04",259950,2,1.0,Terrace,D1,53.383848,-6.318634,"18 Eastwood, Finglas South, Finglas, Dublin 11, D11TP04",Dublin
"39 College Close, College Court, Castletroy, Co. Limerick, V94FHT7",375000,6,3.0,Semi-D,D2,52.671231,-8.580441,"39 College Close, College Court, Castletroy, Co. Limerick, V94FHT7",Limerick
"Skule, Fedamore, Co. Limerick, V35N673",400000,3,1.0,Detached,D2,52.548501,-8.555626,"Skule, Fedamore, Co. Limerick, V35N673",Limerick
"Meadow Court, Newcastle West, Co. Limerick",100000,0,0.0,Site,,52.44655521852232,-9.055396889,"Meadow Court, Newcastle West, Co. Limerick",Limerick
"Melville Park, Finglas, Dublin 11",299950,3,3.0,Duplex,C1,53.401374,-6.295783,"Melville Park, Finglas, Dublin 11",Dublin
"18 Eastwood, Finglas South, Finglas, Dublin 11, D11PAA8",315950,2,1.0,Terrace,D1,53.383819,-6.318715,"18 Eastwood, Finglas South, Finglas, Dublin 11, D11PAA8",Dublin
"45 Wilford Court, Corke Abbey Avenue, Bray, Co. Wicklow, A98C118",345000,1,1.0,Apartment,D1,53.211786,-6.116674,"45 Wilford Court, Corke Abbey Avenue, Bray, Co. Wicklow, A98C118",Wicklow
"Glen, Ballyneety, Co. Limerick, V94VYN0",300000,3,1.0,Detached,D1,52.595565,-8.554743,"Glen, Ballyneety, Co. Limerick, V94VYN0",Limerick
"Ardrinane, Anascaul, Co. Kerry",Price on Application,0,0.0,Site,,52.151281018174274,-10.05343264,"Ardrinane, Anascaul, Co. Kerry",Kerry
"Ballykenna, Tullogher, Co. Kilkenny, X91R2A2",AMV: 250000,5,3.0,Bungalow,C1,52.428682,-7.087404,"Ballykenna, Tullogher, Co. Kilkenny, X91R2A2",Kilkenny
"4 Carrig Road, Ballymun, Dublin 11, D11P744",275000,3,2.0,Terrace,B3,53.399562,-6.275754,"4 Carrig Road, Ballymun, Dublin 11, D11P744",Dublin
"Kilscannell, Ardagh, Co. Limerick",70000,0,0.0,Site,,52.50216246979423,-9.016295058,"Kilscannell, Ardagh, Co. Limerick",Limerick
"Eglinton Cottage Tivoli Road Dun Laoghaire, Dun Laoghaire, Co. Dublin, A96E866",895000,3,2.0,Detached,G,53.288224,-6.140442,"Eglinton Cottage Tivoli Road Dun Laoghaire, Dun Laoghaire, Co. Dublin, A96E866",Dublin
"Sycamore Lodge, Lisdeen, Kilkee, Co. Clare, V15PY72",479000,6,6.0,Detached,C2,52.674373,-9.604296,"Sycamore Lodge, Lisdeen, Kilkee, Co. Clare, V15PY72",Clare
"16 Orán Hill, Carnamuggagh Upper, Letterkenny, Co. Donegal, F92XK5R",225000,3,3.0,Semi-D,C2,54.974566,-7.728698,"16 Orán Hill, Carnamuggagh Upper, Letterkenny, Co. Donegal, F92XK5R",Donegal
"Lanesborough Mews, Finglas, Dublin 11",240000,2,2.0,Apartment,C3,53.402705,-6.293956,"Lanesborough Mews, Finglas, Dublin 11",Dublin
"Manusflynn, Belclare, Headford, Co. Galway, H54RY28",50000,0,0.0,Site,,53.453574,-9.005778,"Manusflynn, Belclare, Headford, Co. Galway, H54RY28",Galway
"36 Casement Grove, Finglas West, Finglas, Dublin 11, D11Y3X9",349950,3,2.0,End of Terrace,D1,53.393493,-6.309654,"36 Casement Grove, Finglas West, Finglas, Dublin 11, D11Y3X9",Dublin
"Lacky Road, Enniskillen, Co. Fermanagh",460094,5,4.0,Detached,A3,54.2220888,-7.2568175,"Lacky Road, Enniskillen, Co. Fermanagh",Fermanagh
"Apartment 6, Floraville, Sarsfield Road, Inchicore, Dublin 8, D10X593",275000,2,1.0,Apartment,E1,53.34172,-6.325686,"Apartment 6, Floraville, Sarsfield Road, Inchicore, Dublin 8, D10X593",Dublin
"Killomoran, Gort, Co. Galway, H91EHC3",275000,4,1.0,Detached,G,53.098817,-8.876774,"Killomoran, Gort, Co. Galway, H91EHC3",Galway
"Muingaphuca Lodge, Muingaphuca, Caragh Lake, Killorglin, Co. Kerry, V93Y0C7",280000,3,3.0,Detached,SI_666,52.094024,-9.837063,"Muingaphuca Lodge, Muingaphuca, Caragh Lake, Killorglin, Co. Kerry, V93Y0C7",Kerry
"Araglen, Kilworth, Co. Cork",450000,4,3.0,Detached,B3,52.17328163,-8.24037438,"Araglen, Kilworth, Co. Cork",Cork
"Mullenmore North, Crossmolina, Co. Mayo",90000,0,0.0,Site,,54.09305478,-9.311311391,"Mullenmore North, Crossmolina, Co. Mayo",Mayo
"1 Achill Cottages, Springvale, Achill, Co. Mayo, F28HH97",279000,3,2.0,Detached,D2,53.932135,-9.942859,"1 Achill Cottages, Springvale, Achill, Co. Mayo, F28HH97",Mayo
"Cullinagh, Newcastle West, Newcastle West, Co. Limerick, V42C859",Price on Application,4,1.0,Bungalow,D1,52.446753,-9.068811,"Cullinagh, Newcastle West, Newcastle West, Co. Limerick, V42C859",Limerick
"Coddstown Great, Killinick, Co. Wexford, Y35T6N1",395000,5,2.0,Detached,C2,52.219272,-6.438524,"Coddstown Great, Killinick, Co. Wexford, Y35T6N1",Wexford
"Curraghmore,, Kiltoom,, Athlone, N37KH21",450000,4,2.0,Bungalow,C3,53.453364,-8.018589,"Curraghmore,, Kiltoom,, Athlone, N37KH21",Roscommon
"Montrath, Kilbeggan, Kiltober, Co. Westmeath, N91WT0F",89000,1,1.0,Bungalow,G,53.347145,-7.386675,"Montrath, Kilbeggan, Kiltober, Co. Westmeath, N91WT0F",Westmeath
"Main Street, Ballylongford, Ballylongford, Co. Kerry, V31V2X0",149000,4,1.0,Semi-D,G,52.543894,-9.476858,"Main Street, Ballylongford, Ballylongford, Co. Kerry, V31V2X0",Kerry
"8 and 8A William Street Upper, Limerick City Centre, V94KX05",Price on Application,2,1.0,Terrace,SI_666,52.661993,-8.622221,"8 and 8A William Street Upper, Limerick City Centre, V94KX05",
"Fair Green, Rathdrum, Co. Wicklow, A67PD93",334000,4,2.0,Detached,G,52.931747,-6.236037,"Fair Green, Rathdrum, Co. Wicklow, A67PD93",Wicklow
"Gubagraffy, Dromod, Co. Leitrim, N41D761",90000,0,0.0,Site,,53.864704,-7.899458,"Gubagraffy, Dromod, Co. Leitrim, N41D761",Leitrim
"15 Sans Souci Wood, Vevay Road, Bray, Co. Wicklow, A98D343",725000,4,3.0,Semi-D,C2,53.197316,-6.106709,"15 Sans Souci Wood, Vevay Road, Bray, Co. Wicklow, A98D343",Wicklow
"Site, Church Road, Kilkee, Co. Clare, V15EK83",100000,0,0.0,Site,,52.674576,-9.650325,"Site, Church Road, Kilkee, Co. Clare, V15EK83",Clare
"Fahy, Ballinasloe, Co. Galway, H53R628",Price on Application,3,2.0,Detached,E2,53.169678,-8.16965,"Fahy, Ballinasloe, Co. Galway, H53R628",Galway
"Knockanare Lower, Tournafulla, Toornafulla, Co. Limerick, V42Y680",249000,5,2.0,Bungalow,D2,52.335799,-9.141242,"Knockanare Lower, Tournafulla, Toornafulla, Co. Limerick, V42Y680",Limerick
"Raheely, Frenchpark, Tibohine, Co. Roscommon, F45DX59",120000,2,1.0,Detached,G,53.861504,-8.454571,"Raheely, Frenchpark, Tibohine, Co. Roscommon, F45DX59",Roscommon
"33 Rosemount Court, Booterstown Avenue, Blackrock, Co. Dublin, A94P235",445000,2,1.0,End of Terrace,D1,53.304004,-6.201395,"33 Rosemount Court, Booterstown Avenue, Blackrock, Co. Dublin, A94P235",Dublin
"Knockanaire Lower, Tournafulla, Co. Limerick",249000,5,2.0,Bungalow,D2,52.35931158,-9.227603169,"Knockanaire Lower, Tournafulla, Co. Limerick",Limerick
"Loughagannon, Letterkenny, Co. Donegal",45000,0,0.0,Site,,54.99383750334744,-7.696121652,"Loughagannon, Letterkenny, Co. Donegal",Donegal
"Ballycullane, Co. Wexford, Y34AP11",235000,5,1.0,Detached,E1,52.277475,-6.838357,"Ballycullane, Co. Wexford, Y34AP11",Wexford
"179 Clonliffe Road, Dublin 3, Ballybough, Dublin 3, D03T1F6",680000,3,1.0,Terrace,SI_666,53.362526,-6.252913,"179 Clonliffe Road, Dublin 3, Ballybough, Dublin 3, D03T1F6",Dublin
"St. Therese’s, Mount Alexander, Gorey, Co. Wexford, Y25P285",995000,12,12.0,Detached,B3,52.662341,-6.259792,"St. Therese’s, Mount Alexander, Gorey, Co. Wexford, Y25P285",Wexford
"18 Wellmount Road, Farnham Estate, Finglas, Dublin 11, D11A5N9",349000,3,1.0,Semi-D,E1,53.386402,-6.302227,"18 Wellmount Road, Farnham Estate, Finglas, Dublin 11, D11A5N9",Dublin
"3 The Baily, Circular Road, Dangan, Galway City, Co. Galway, H91DPP7",675000,5,3.0,Detached,C3,53.284668,-9.080575,"3 The Baily, Circular Road, Dangan, Galway City, Co. Galway, H91DPP7",Galway
"11 Kilnamanagh Road, Dublin 12, Walkinstown, Dublin 12, D12P2T2",424950,3,2.0,Terrace,E1,53.319898,-6.33392,"11 Kilnamanagh Road, Dublin 12, Walkinstown, Dublin 12, D12P2T2",Dublin
"34 Cluain Ard, Lisnagot, Carrick-on-Shannon, Co. Leitrim, N41C2X9",295000,4,2.0,Detached,C2,53.956981,-8.094445,"34 Cluain Ard, Lisnagot, Carrick-on-Shannon, Co. Leitrim, N41C2X9",Leitrim
"Caha View, Ardnageehy Beg, Bantry, Co. Cork, P75FC42",380000,4,2.0,Detached,C3,51.683288,-9.414596,"Caha View, Ardnageehy Beg, Bantry, Co. Cork, P75FC42",Cork
"66 Conquer Hill Road, Clontarf, Dublin 3, D03X0K1",485000,2,1.0,End of Terrace,G,53.360798,-6.188744,"66 Conquer Hill Road, Clontarf, Dublin 3, D03X0K1",Dublin
"1916 Coill Dubh, Coill Dubh, Co. Kildare, W91NAF3",250000,4,2.0,Terrace,D2,53.294489,-6.819223,"1916 Coill Dubh, Coill Dubh, Co. Kildare, W91NAF3",Kildare
"Castlesampson, Bealnamulla, Athlone, Co. Roscommon, N37V0Y3",299000,3,2.0,Bungalow,C2,53.427142,-8.103,"Castlesampson, Bealnamulla, Athlone, Co. Roscommon, N37V0Y3",Roscommon
"Momoney, Carrickmacross, Inniskeen, Co. Monaghan, A81WR82",495000,4,2.0,Bungalow,C1,54.002349,-6.631866,"Momoney, Carrickmacross, Inniskeen, Co. Monaghan, A81WR82",Monaghan
"3 Rosebank, Douglas Road, Douglas, Co. Cork, T12D9P2",450000,3,1.0,Semi-D,F,51.883582,-8.451039,"3 Rosebank, Douglas Road, Douglas, Co. Cork, T12D9P2",Cork
"Rathcuppoge, Midleton, Co. Cork, P25AK06",85000,0,0.0,Site,,51.828325,-8.153798,"Rathcuppoge, Midleton, Co. Cork, P25AK06",Cork
"Main Street, Ballymoe, Castlerea, Co. Roscommon, F45VP68",100000,7,1.0,Townhouse,,53.695148,-8.460687,"Main Street, Ballymoe, Castlerea, Co. Roscommon, F45VP68",Roscommon
"14 Saint Kevins Terrace, Church Road, Castlerea, Co. Roscommon, F45XA33",150000,3,1.0,Semi-D,F,53.763136,-8.484244,"14 Saint Kevins Terrace, Church Road, Castlerea, Co. Roscommon, F45XA33",Roscommon
"Ananda, Saint George's Avenue, Killiney, Co. Dublin, A96YY17",7500000,7,8.0,Detached,B2,53.262027,-6.119738,"Ananda, Saint George's Avenue, Killiney, Co. Dublin, A96YY17",Dublin
